timestamp,hour,house1_current,house2_current,house3_current,house4_current,house5_current,total_current,is_peak_hour,current_change_rate,overload_flag,main_contributor
317,5,1.44,1.41,1.36,1.09,0.76,6.06,0,-0.46000000000000085,0,1
318,6,0.5,0.67,4.14,2.28,1.47,9.06,1,3.000000000000001,0,3
319,7,1.08,4.16,2.96,3.69,3.27,15.159999999999998,1,6.099999999999998,0,2
320,8,3.15,3.51,4.96,3.46,0.89,15.970000000000002,1,0.810000000000004,0,3
321,9,1.45,1.46,0.55,1.54,2.38,7.38,0,-8.590000000000003,0,5
322,10,2.48,1.46,2.15,2.2,2.12,10.41,0,3.0300000000000002,0,1
323,11,2.29,1.71,1.72,0.98,0.71,7.409999999999999,0,-3.000000000000001,0,1
324,12,1.28,0.71,2.23,2.17,1.72,8.11,0,0.7000000000000002,0,3
325,13,2.07,2.16,1.54,1.91,1.76,9.440000000000001,0,1.3300000000000018,0,2
326,14,2.31,1.31,2.25,2.39,1.14,9.4,0,-0.040000000000000924,0,4
327,15,0.51,2.43,1.74,2.09,2.15,8.92,0,-0.4800000000000004,0,2
328,16,1.8,0.99,0.56,1.38,0.62,5.3500000000000005,0,-3.5699999999999994,0,1
329,17,1.49,1.61,0.79,0.83,0.76,5.4799999999999995,0,0.129999999999999,0,2
330,18,1.61,2.35,4.43,4.09,4.49,16.97,1,11.489999999999998,0,5
331,19,3.3,3.87,4.62,3.27,0.97,16.029999999999998,1,-0.9400000000000013,0,3
332,20,2.5,1.68,4.31,1.88,4.24,14.609999999999998,1,-1.42,0,3
333,21,3.72,3.92,0.87,4.11,3.51,16.130000000000003,1,1.520000000000005,0,4
334,22,1.33,1.88,0.92,1.93,1.52,7.58,0,-8.550000000000002,0,4
335,23,0.58,1.23,0.79,0.58,0.73,3.91,0,-3.67,0,2
336,0,0.64,1.84,1.52,1.26,0.75,6.01,0,2.0999999999999996,0,2
337,1,0.84,2.47,0.77,0.64,1.07,5.79,0,-0.21999999999999975,0,2
338,2,1.23,0.86,1.17,2.42,2.47,8.15,0,2.3600000000000003,0,5
339,3,0.92,2.18,2.16,1.56,1.84,8.66,0,0.5099999999999998,0,2
340,4,1.52,2.34,1.15,1.85,1.98,8.84,0,0.17999999999999972,0,2
341,5,1.42,1.04,1.62,1.35,1.78,7.21,0,-1.63,0,5
342,6,1.46,1.77,3.06,2.39,4.31,12.989999999999998,1,5.7799999999999985,0,5
343,7,3.78,4.19,1.96,2.17,0.86,12.959999999999999,1,-0.02999999999999936,0,2
344,8,2.53,1.48,1.28,1.74,4.69,11.72,1,-1.2399999999999984,0,5
345,9,1.8,2.28,0.62,1.86,1.07,7.630000000000001,0,-4.09,0,2
346,10,1.99,2.32,2.4,1.57,0.77,9.049999999999999,0,1.4199999999999982,0,3
347,11,1.5,0.63,1.95,2.36,1.36,7.8,0,-1.2499999999999991,0,4
348,12,2.11,1.94,1.11,2.33,1.46,8.95,0,1.1499999999999995,0,4
349,13,2.36,0.99,1.93,2.14,0.51,7.93,0,-1.0199999999999996,0,1
350,14,1.68,2.4,1.25,2.09,1.5,8.92,0,0.9900000000000002,0,2
351,15,2.38,2.22,1.77,2.22,0.67,9.26,0,0.33999999999999986,0,1
352,16,1.62,1.7,1.83,2.33,1.16,8.64,0,-0.6199999999999992,0,4
353,17,2.08,2.17,1.2,2.24,1.28,8.97,0,0.33000000000000007,0,4
354,18,2.2,3.57,1.96,0.73,4.67,13.129999999999999,1,4.159999999999998,0,5
355,19,2.53,4.09,3.59,4.27,4.99,19.47,1,6.34,1,5
356,20,0.56,2.65,4.72,0.84,3.29,12.059999999999999,1,-7.41,0,3
357,21,2.54,4.6,0.67,2.03,3.9,13.74,1,1.6800000000000015,0,2
358,22,0.66,2.39,1.0,1.3,2.2,7.550000000000001,0,-6.1899999999999995,0,2
359,23,1.89,1.11,1.11,0.76,1.0,5.87,0,-1.6800000000000006,0,1
360,0,2.38,2.49,0.9,2.46,1.32,9.55,0,3.6800000000000006,0,2
361,1,2.21,1.51,1.66,0.69,1.63,7.7,0,-1.8500000000000005,0,1
362,2,1.11,2.25,1.43,2.19,2.25,9.23,0,1.5300000000000002,0,2
363,3,2.25,1.74,2.43,2.17,0.81,9.4,0,0.16999999999999993,0,3
364,4,1.82,1.85,1.54,2.43,2.17,9.81,0,0.41000000000000014,0,4
365,5,2.4,2.45,1.54,0.85,1.29,8.53,0,-1.2800000000000011,0,2
366,6,1.99,3.09,4.18,1.42,3.62,14.3,1,5.770000000000001,0,3
367,7,1.58,4.95,1.49,2.28,0.85,11.149999999999999,1,-3.150000000000002,0,2
368,8,2.75,2.26,1.86,3.77,4.99,15.63,1,4.480000000000002,0,5
369,9,1.54,0.64,2.18,0.63,1.65,6.640000000000001,0,-8.99,0,3
370,10,1.34,1.81,1.16,2.23,1.23,7.770000000000001,0,1.1300000000000008,0,4
371,11,1.23,1.68,1.17,2.29,1.34,7.71,0,-0.060000000000001386,0,4
372,12,1.84,1.29,0.58,1.91,1.44,7.0600000000000005,0,-0.6499999999999995,0,4
373,13,1.59,2.37,0.65,2.22,1.2,8.03,0,0.9699999999999989,0,2
374,14,1.27,1.94,0.94,0.77,2.39,7.3100000000000005,0,-0.7199999999999989,0,5
375,15,1.17,1.07,1.12,0.79,0.84,4.99,0,-2.3200000000000003,0,1
376,16,1.58,0.93,1.72,1.48,1.65,7.360000000000001,0,2.370000000000001,0,3
377,17,1.94,1.81,1.53,1.82,0.53,7.630000000000001,0,0.2699999999999996,0,1
378,18,3.4,1.44,2.9,3.57,2.02,13.33,1,5.699999999999999,0,4
379,19,4.31,4.49,0.95,1.3,4.19,15.240000000000002,1,1.910000000000002,0,2
380,20,4.09,2.9,3.36,3.29,4.38,18.02,1,2.7799999999999976,1,5
381,21,3.09,3.54,3.75,2.83,2.72,15.93,1,-2.09,0,3
382,22,2.31,1.28,2.38,0.57,1.73,8.27,0,-7.66,0,3
383,23,1.39,0.58,1.12,2.29,2.08,7.46,0,-0.8099999999999996,0,4
384,0,0.98,1.92,1.06,1.95,1.83,7.74,0,0.28000000000000025,0,4
385,1,0.94,0.55,1.35,1.37,2.01,6.22,0,-1.5200000000000005,0,5
386,2,1.15,1.59,0.56,0.52,2.11,5.93,0,-0.29000000000000004,0,5
387,3,1.82,1.45,1.79,2.34,1.95,9.35,0,3.42,0,4
388,4,1.87,2.32,0.95,1.22,2.34,8.7,0,-0.6500000000000004,0,5
389,5,2.02,1.13,2.19,2.35,2.11,9.799999999999999,0,1.0999999999999996,0,4
390,6,4.6,3.8,3.12,2.04,2.17,15.729999999999999,1,5.93,0,1
391,7,1.15,2.43,0.89,3.05,0.63,8.15,1,-7.579999999999998,0,4
392,8,1.25,4.92,1.18,4.27,2.98,14.6,1,6.449999999999999,0,2
393,9,1.91,0.6,2.02,2.13,2.11,8.77,0,-5.83,0,4
394,10,1.63,1.67,1.66,0.86,2.06,7.880000000000001,0,-0.8899999999999988,0,5
395,11,1.22,1.27,0.84,0.74,0.69,4.76,0,-3.120000000000001,0,2
396,12,1.28,1.88,0.62,1.5,1.7,6.98,0,2.2200000000000006,0,2
397,13,0.54,1.13,1.29,2.42,2.36,7.74,0,0.7599999999999998,0,4
398,14,0.74,1.89,1.35,0.98,1.62,6.58,0,-1.1600000000000001,0,2
399,15,1.28,1.63,2.15,2.03,1.21,8.3,0,1.7200000000000006,0,3
400,16,1.84,1.05,0.87,1.13,0.78,5.670000000000001,0,-2.63,0,1
401,17,1.14,1.14,2.41,1.32,0.51,6.52,0,0.8499999999999988,0,3
402,18,1.48,3.36,0.54,1.37,3.19,9.94,1,3.42,0,2
403,19,4.48,4.4,4.94,2.68,1.01,17.51,1,7.570000000000002,0,3
404,20,2.25,4.85,1.66,2.18,4.97,15.91,1,-1.6000000000000014,0,5
405,21,2.73,4.1,2.53,1.74,2.33,13.43,1,-2.4800000000000004,0,2
406,22,0.53,0.96,2.34,1.56,0.73,6.120000000000001,0,-7.309999999999999,0,3
407,23,0.82,2.02,0.61,0.55,0.89,4.89,0,-1.2300000000000013,0,2
408,0,1.58,1.06,1.06,1.05,1.06,5.8100000000000005,0,0.9200000000000008,0,1
409,1,0.61,0.54,1.67,1.18,1.04,5.04,0,-0.7700000000000005,0,3
410,2,0.54,2.26,1.81,1.74,1.98,8.33,0,3.29,0,2
411,3,2.07,1.68,1.23,1.14,0.52,6.640000000000001,0,-1.6899999999999995,0,1
412,4,1.52,0.87,1.58,1.73,0.72,6.42,0,-0.22000000000000064,0,4
413,5,0.81,2.18,1.13,1.47,1.69,7.279999999999999,0,0.8599999999999994,0,2
414,6,3.48,0.59,1.22,4.44,4.33,14.06,1,6.780000000000001,0,4
415,7,0.73,4.76,2.45,2.37,4.69,15.0,1,0.9399999999999995,0,2
416,8,0.9,4.66,2.08,2.19,0.51,10.34,1,-4.66,0,2
417,9,0.85,2.31,1.03,0.95,2.02,7.16,0,-3.1799999999999997,0,2
418,10,2.46,1.04,1.43,1.79,1.74,8.459999999999999,0,1.299999999999999,0,1
419,11,0.93,2.44,1.61,1.82,0.63,7.430000000000001,0,-1.0299999999999985,0,2
420,12,0.8,1.9,0.84,1.36,0.83,5.73,0,-1.7000000000000002,0,2
421,13,0.79,0.7,1.48,0.56,0.67,4.2,0,-1.5300000000000002,0,3
422,14,1.28,1.0,0.88,0.56,2.31,6.03,0,1.83,0,5
423,15,1.91,0.86,0.84,1.61,1.33,6.55,0,0.5199999999999996,0,1
424,16,0.83,1.72,0.68,2.33,2.15,7.710000000000001,0,1.160000000000001,0,4
425,17,1.86,1.86,1.54,2.44,0.69,8.389999999999999,0,0.6799999999999979,0,4
426,18,3.47,3.78,3.54,4.9,4.97,20.66,1,12.270000000000001,1,5
427,19,3.02,1.18,0.71,3.48,4.35,12.74,1,-7.92,0,5
428,20,3.66,4.91,1.26,2.06,4.31,16.2,1,3.459999999999999,0,2
429,21,4.88,0.63,0.95,3.17,2.82,12.45,1,-3.75,0,1
430,22,1.25,1.82,0.99,1.25,1.16,6.470000000000001,0,-5.979999999999999,0,2
431,23,2.33,0.8,1.84,1.69,0.83,7.49,0,1.0199999999999996,0,1
432,0,1.24,2.18,1.29,0.85,0.76,6.319999999999999,0,-1.1700000000000008,0,2
433,1,1.16,2.0,1.5,1.42,1.53,7.61,0,1.290000000000001,0,2
434,2,1.37,0.86,2.16,0.79,1.85,7.030000000000001,0,-0.5799999999999992,0,3
435,3,1.36,1.28,1.02,1.58,1.54,6.78,0,-0.2500000000000009,0,4
436,4,2.18,1.54,1.18,1.17,2.34,8.41,0,1.63,0,5
437,5,1.79,0.76,1.27,1.16,0.57,5.55,0,-2.8600000000000003,0,1
438,6,3.37,2.65,0.89,3.53,3.5,13.94,1,8.39,0,4
439,7,0.75,3.04,2.73,4.68,3.17,14.37,1,0.4299999999999997,0,4
440,8,3.36,4.02,0.66,1.26,4.39,13.689999999999998,1,-0.6800000000000015,0,5
441,9,0.5,1.9,1.88,2.48,2.05,8.809999999999999,0,-4.879999999999999,0,4
442,10,1.31,0.83,1.06,1.22,1.37,5.79,0,-3.0199999999999987,0,5
443,11,2.02,1.35,1.04,2.1,2.08,8.59,0,2.8,0,4
444,12,0.67,0.92,1.67,1.87,0.93,6.06,0,-2.5300000000000002,0,4
445,13,1.68,0.72,0.85,0.78,1.7,5.73,0,-0.3299999999999992,0,5
446,14,1.3,2.36,0.55,2.47,1.83,8.51,0,2.7799999999999994,0,4
447,15,2.0,0.9,0.95,1.35,0.96,6.159999999999999,0,-2.3500000000000005,0,1
448,16,0.55,1.85,0.8,1.13,2.12,6.45,0,0.2900000000000009,0,5
449,17,0.72,1.25,1.61,2.06,1.29,6.930000000000001,0,0.4800000000000004,0,4
450,18,2.19,1.35,3.02,0.87,4.96,12.39,1,5.46,0,5
451,19,4.09,2.05,3.7,4.78,1.9,16.52,1,4.129999999999999,0,4
452,20,2.96,0.85,4.23,2.01,0.6,10.65,1,-5.869999999999999,0,3
453,21,1.28,1.4,3.32,4.02,1.79,11.809999999999999,1,1.1599999999999984,0,4
454,22,0.6,1.9,1.95,1.82,2.07,8.34,0,-3.469999999999999,0,5
455,23,1.1,0.83,1.68,1.87,2.4,7.880000000000001,0,-0.4599999999999991,0,5
456,0,1.17,2.22,2.02,1.79,0.8,8.0,0,0.11999999999999922,0,2
457,1,0.52,1.19,1.22,1.79,1.62,6.34,0,-1.6600000000000001,0,4
458,2,1.34,1.61,1.28,1.23,0.7,6.160000000000001,0,-0.17999999999999883,0,2
459,3,1.53,2.31,1.06,0.67,1.94,7.51,0,1.3499999999999988,0,2
460,4,1.29,1.37,1.69,1.2,1.74,7.29,0,-0.21999999999999975,0,5
461,5,0.95,1.69,1.98,1.75,1.24,7.609999999999999,0,0.3199999999999994,0,3
462,6,3.84,2.18,2.53,4.6,1.6,14.749999999999998,1,7.139999999999999,0,4
463,7,1.58,0.97,3.34,3.12,1.95,10.959999999999999,1,-3.789999999999999,0,3
464,8,4.17,3.4,3.05,0.85,1.39,12.860000000000001,1,1.9000000000000021,0,1
465,9,1.0,1.72,2.22,2.46,1.78,9.18,0,-3.6800000000000015,0,4
466,10,1.93,1.66,1.62,0.6,1.33,7.14,0,-2.04,0,1
467,11,0.6,0.64,1.19,1.8,2.28,6.51,0,-0.6299999999999999,0,5
468,12,1.58,1.55,1.21,2.13,1.82,8.29,0,1.7799999999999994,0,4
469,13,1.54,1.07,1.0,1.54,1.54,6.69,0,-1.5999999999999988,0,1
470,14,1.93,1.55,0.79,0.62,2.08,6.97,0,0.27999999999999936,0,5
471,15,2.13,1.32,1.78,1.04,2.41,8.68,0,1.71,0,5
472,16,2.03,1.36,1.12,1.04,1.05,6.6,0,-2.08,0,1
473,17,1.4,1.88,1.41,1.45,0.98,7.119999999999999,0,0.5199999999999996,0,2
474,18,3.32,0.6,3.3,3.28,2.53,13.03,1,5.91,0,1
475,19,2.99,1.91,4.41,1.22,1.71,12.240000000000002,1,-0.7899999999999974,0,3
476,20,0.56,1.62,0.59,0.87,2.58,6.220000000000001,1,-6.020000000000001,0,5
477,21,1.28,1.49,2.17,4.64,4.88,14.459999999999997,1,8.239999999999997,0,5
478,22,1.45,0.51,2.47,2.21,0.81,7.449999999999999,0,-7.009999999999998,0,3
479,23,0.67,1.47,1.16,1.1,1.91,6.3100000000000005,0,-1.1399999999999988,0,5
480,0,0.73,1.54,1.88,1.7,1.88,7.73,0,1.42,0,3
481,1,0.93,2.06,2.46,0.82,1.7,7.970000000000001,0,0.2400000000000002,0,3
482,2,2.34,1.84,1.78,0.95,1.59,8.5,0,0.5299999999999994,0,1
483,3,0.91,1.26,1.43,1.76,1.22,6.579999999999999,0,-1.9200000000000008,0,4
484,4,1.45,2.09,1.59,0.76,1.13,7.02,0,0.4400000000000004,0,2
485,5,0.96,0.96,0.58,1.21,1.46,5.17,0,-1.8499999999999996,0,5
486,6,3.96,3.08,3.21,3.09,2.71,16.05,1,10.88,0,1
487,7,3.55,4.63,2.92,4.82,3.29,19.21,1,3.16,1,4
488,8,1.0,3.72,3.18,2.51,3.59,14.0,1,-5.210000000000001,0,2
489,9,0.64,2.22,0.68,1.81,0.94,6.290000000000001,0,-7.709999999999999,0,2
490,10,2.4,1.8,2.25,1.45,0.9,8.8,0,2.51,0,1
491,11,1.66,2.15,1.33,1.99,1.13,8.26,0,-0.5400000000000009,0,2
492,12,1.25,2.17,2.18,1.77,1.17,8.54,0,0.27999999999999936,0,3
493,13,1.83,1.49,2.39,0.81,2.24,8.760000000000002,0,0.22000000000000242,0,3
494,14,1.5,2.22,1.39,1.4,1.89,8.4,0,-0.3600000000000012,0,2
495,15,1.07,0.63,1.63,1.49,1.71,6.53,0,-1.87,0,5
496,16,0.93,1.84,2.5,2.42,1.22,8.91,0,2.38,0,3
497,17,1.33,0.64,2.08,1.18,1.22,6.45,0,-2.46,0,3
498,18,3.31,3.92,4.9,2.51,3.82,18.46,1,12.010000000000002,1,3
499,19,1.83,4.53,4.73,2.98,0.75,14.82,1,-3.6400000000000006,0,3
500,20,1.5,4.82,2.88,3.58,3.23,16.009999999999998,1,1.1899999999999977,0,2
501,21,0.64,3.21,4.36,1.83,3.46,13.5,1,-2.509999999999998,0,3
502,22,1.03,0.98,0.92,0.78,0.7,4.41,0,-9.09,0,1
503,23,1.9,0.86,2.23,1.56,0.53,7.080000000000001,0,2.670000000000001,0,3
504,0,2.32,2.12,2.18,0.57,1.02,8.209999999999999,0,1.1299999999999981,0,1
505,1,0.71,0.77,0.97,0.93,2.08,5.460000000000001,0,-2.7499999999999982,0,5
506,2,1.74,2.26,1.53,2.44,1.76,9.73,0,4.27,0,4
507,3,1.28,1.32,2.15,1.3,1.38,7.43,0,-2.3000000000000007,0,3
508,4,1.2,1.25,1.15,1.5,1.67,6.77,0,-0.6600000000000001,0,5
509,5,0.8,1.86,1.89,0.77,1.1,6.42,0,-0.34999999999999964,0,3
510,6,1.94,1.89,3.48,1.66,3.08,12.05,1,5.630000000000001,0,3
511,7,4.55,4.39,3.23,0.93,2.79,15.89,1,3.84,0,1
512,8,3.58,2.29,2.56,3.35,0.91,12.69,1,-3.200000000000001,0,1
513,9,1.88,1.91,1.27,2.42,1.27,8.75,0,-3.9399999999999995,0,4
514,10,2.23,2.17,1.86,0.69,1.72,8.670000000000002,0,-0.0799999999999983,0,1
515,11,1.81,1.26,1.22,2.3,1.31,7.9,0,-0.7700000000000014,0,4
516,12,1.16,1.09,2.12,1.88,0.91,7.16,0,-0.7400000000000002,0,3
517,13,0.71,2.37,1.95,0.59,0.58,6.2,0,-0.96,0,2
518,14,1.21,2.23,1.29,1.78,1.56,8.07,0,1.87,0,2
519,15,1.39,2.49,1.63,1.58,2.0,9.09,0,1.0199999999999996,0,2
520,16,2.09,1.42,1.38,1.86,2.2,8.95,0,-0.14000000000000057,0,5
521,17,1.53,0.69,1.52,0.96,2.5,7.199999999999999,0,-1.75,0,5
522,18,3.28,1.28,2.26,1.19,0.54,8.55,1,1.3500000000000014,0,1
523,19,4.77,2.53,0.97,1.87,3.19,13.33,1,4.779999999999999,0,1
524,20,3.34,4.13,3.67,2.02,4.15,17.310000000000002,1,3.980000000000002,0,5
525,21,2.04,2.36,0.91,4.79,2.21,12.310000000000002,1,-5.0,0,4
526,22,1.51,2.27,1.68,1.63,1.44,8.53,0,-3.780000000000003,0,2
527,23,0.72,0.88,0.91,2.08,2.28,6.869999999999999,0,-1.6600000000000001,0,5
528,0,0.65,1.31,2.07,1.34,0.79,6.159999999999999,0,-0.71,0,3
529,1,1.6,1.96,0.54,2.06,0.62,6.78,0,0.620000000000001,0,4
530,2,1.57,2.11,0.92,1.56,2.17,8.33,0,1.5499999999999998,0,5
531,3,0.76,1.17,1.41,1.18,1.91,6.43,0,-1.9000000000000004,0,5
532,4,1.58,2.14,1.32,0.81,1.94,7.789999999999999,0,1.3599999999999994,0,2
533,5,1.74,1.63,2.07,1.93,0.5,7.869999999999999,0,0.08000000000000007,0,3
534,6,2.74,3.33,1.91,4.37,1.5,13.850000000000001,1,5.980000000000002,0,4
535,7,2.11,4.16,3.41,1.88,1.83,13.389999999999999,1,-0.46000000000000263,0,2
536,8,2.14,2.88,2.14,4.2,4.77,16.13,1,2.74,0,5
537,9,1.9,0.9,1.11,1.56,2.4,7.870000000000001,0,-8.259999999999998,0,5
538,10,1.19,2.14,2.15,0.93,1.91,8.32,0,0.4499999999999993,0,3
539,11,1.18,2.4,0.83,1.78,0.86,7.050000000000001,0,-1.2699999999999996,0,2
540,12,1.89,2.05,1.97,0.79,2.39,9.09,0,2.039999999999999,0,5
541,13,2.47,1.85,0.92,1.18,0.67,7.09,0,-2.0,0,1
542,14,1.76,2.03,1.6,0.73,1.27,7.390000000000001,0,0.3000000000000007,0,2
543,15,1.8,0.59,1.32,0.86,2.4,6.970000000000001,0,-0.41999999999999993,0,5
544,16,2.08,0.79,0.64,1.79,1.71,7.010000000000001,0,0.040000000000000036,0,1
545,17,1.74,2.34,1.17,2.24,2.46,9.95,0,2.9399999999999986,0,5
546,18,1.6,4.15,4.85,2.1,3.58,16.28,1,6.330000000000002,0,3
547,19,2.95,3.26,1.21,1.17,1.5,10.09,1,-6.190000000000001,0,2
548,20,2.95,3.36,4.94,3.04,0.89,15.18,1,5.09,0,3
549,21,3.97,0.72,2.82,2.84,2.79,13.14,1,-2.039999999999999,0,1
550,22,1.77,1.1,0.89,2.33,0.93,7.02,0,-6.120000000000001,0,4
551,23,0.64,1.38,1.0,1.2,0.55,4.77,0,-2.25,0,2
552,0,2.31,2.28,1.46,0.55,2.03,8.629999999999999,0,3.8599999999999994,0,1
553,1,1.77,0.78,1.21,1.2,2.08,7.04,0,-1.589999999999999,0,5
554,2,2.25,2.08,1.01,1.33,1.43,8.1,0,1.0599999999999996,0,1
555,3,0.53,2.13,0.55,0.71,2.0,5.92,0,-2.1799999999999997,0,2
556,4,1.07,2.22,1.38,2.2,2.25,9.120000000000001,0,3.200000000000001,0,5
557,5,2.16,1.9,1.32,1.8,1.69,8.870000000000001,0,-0.25,0,1
558,6,4.92,1.04,3.28,2.99,4.59,16.82,1,7.949999999999999,0,1
559,7,3.25,3.33,2.6,3.65,1.62,14.45,1,-2.370000000000001,0,4
560,8,2.21,2.4,1.82,4.68,3.46,14.57,1,0.120000000000001,0,4
561,9,1.19,2.33,1.91,0.54,0.56,6.529999999999999,0,-8.040000000000001,0,2
562,10,1.12,1.95,1.18,2.05,0.59,6.89,0,0.3600000000000003,0,4
563,11,1.93,0.94,1.92,1.38,1.54,7.71,0,0.8200000000000003,0,1
564,12,2.06,1.39,2.45,1.69,1.16,8.75,0,1.04,0,3
565,13,1.4,2.29,0.58,1.0,0.88,6.1499999999999995,0,-2.6000000000000005,0,2
566,14,0.58,1.87,1.69,1.7,0.61,6.450000000000001,0,0.3000000000000016,0,2
567,15,2.44,1.75,1.27,2.37,1.63,9.459999999999999,0,3.009999999999998,0,1
568,16,0.55,2.29,1.46,1.45,1.18,6.93,0,-2.5299999999999994,0,2
569,17,0.6,1.36,1.87,0.66,2.32,6.8100000000000005,0,-0.11999999999999922,0,5
570,18,2.4,1.3,3.14,4.4,3.98,15.22,1,8.41,0,4
571,19,3.12,2.51,3.05,2.04,2.11,12.829999999999998,1,-2.3900000000000023,0,1
572,20,1.49,3.45,2.24,3.76,2.8,13.740000000000002,1,0.9100000000000037,0,4
573,21,1.49,1.37,0.87,0.67,0.55,4.95,1,-8.790000000000003,0,1
574,22,1.96,2.04,1.21,1.6,1.72,8.530000000000001,0,3.580000000000001,0,2
575,23,0.9,1.94,2.3,2.32,2.44,9.899999999999999,0,1.3699999999999974,0,5
576,0,1.66,2.37,1.97,2.2,2.08,10.28,0,0.3800000000000008,0,2
577,1,2.29,1.15,1.89,2.02,0.97,8.32,0,-1.959999999999999,0,1
578,2,0.67,1.49,1.27,2.38,1.91,7.720000000000001,0,-0.5999999999999996,0,4
579,3,1.96,0.57,1.27,0.99,2.45,7.24,0,-0.4800000000000004,0,5
580,4,0.92,0.84,1.83,1.98,1.03,6.6000000000000005,0,-0.6399999999999997,0,4
581,5,0.85,2.36,2.05,1.11,1.43,7.8,0,1.1999999999999993,0,2
582,6,3.04,2.42,4.03,3.28,4.73,17.5,1,9.7,0,5
583,7,2.91,2.82,4.89,2.67,1.74,15.030000000000001,1,-2.469999999999999,0,3
584,8,4.37,3.0,4.83,1.25,2.12,15.57,1,0.5399999999999991,0,3
585,9,1.6,0.95,1.73,1.47,2.45,8.2,0,-7.370000000000001,0,5
586,10,2.45,2.08,0.69,1.81,0.86,7.8900000000000015,0,-0.30999999999999783,0,1
587,11,0.87,1.91,1.16,2.31,1.93,8.18,0,0.28999999999999826,0,4
588,12,2.21,0.88,0.56,1.85,2.46,7.96,0,-0.21999999999999975,0,5
589,13,2.08,1.01,1.47,1.47,0.78,6.81,0,-1.1500000000000004,0,1
590,14,0.86,2.01,0.77,1.26,1.06,5.959999999999999,0,-0.8500000000000005,0,2
591,15,1.52,2.13,1.78,0.81,2.13,8.370000000000001,0,2.410000000000002,0,2
592,16,0.62,1.3,0.93,1.22,0.64,4.71,0,-3.660000000000001,0,2
593,17,0.64,0.55,0.94,2.25,0.82,5.2,0,0.4900000000000002,0,4
594,18,3.57,4.69,3.2,2.15,4.98,18.590000000000003,1,13.390000000000004,1,5
595,19,0.87,1.46,2.28,3.39,4.25,12.25,1,-6.340000000000003,0,5
596,20,2.95,3.37,4.36,2.27,0.97,13.92,1,1.67,0,3
597,21,2.64,3.43,3.13,3.32,4.56,17.08,1,3.1599999999999984,0,5
598,22,2.45,1.52,0.57,2.33,2.2,9.07,0,-8.009999999999998,0,1
599,23,1.11,1.75,1.45,2.01,0.81,7.130000000000001,0,-1.9399999999999995,0,4
600,0,1.02,1.43,1.13,2.2,0.84,6.62,0,-0.5100000000000007,0,4
601,1,0.89,1.66,2.1,1.35,2.24,8.24,0,1.62,0,5
602,2,0.58,1.99,0.89,1.7,0.69,5.85,0,-2.3900000000000006,0,2
603,3,2.09,1.44,1.74,0.64,2.35,8.26,0,2.41,0,5
604,4,2.01,0.95,1.75,1.52,2.4,8.63,0,0.370000000000001,0,5
605,5,0.81,2.07,2.26,2.03,1.99,9.16,0,0.5299999999999994,0,3
606,6,1.93,2.04,0.98,1.43,0.81,7.1899999999999995,1,-1.9700000000000006,0,2
607,7,0.55,0.58,2.94,4.63,2.36,11.059999999999999,1,3.869999999999999,0,4
608,8,4.83,4.44,0.73,2.98,2.2,15.18,1,4.120000000000001,0,1
609,9,1.3,1.12,0.97,1.73,0.82,5.9399999999999995,0,-9.24,0,4
610,10,0.75,1.5,0.95,0.92,2.16,6.28,0,0.34000000000000075,0,5
611,11,0.53,1.81,1.63,0.97,1.15,6.09,0,-0.1900000000000004,0,2
612,12,1.38,1.95,0.7,1.54,0.86,6.430000000000001,0,0.34000000000000075,0,2
613,13,1.58,2.32,1.37,1.6,1.49,8.36,0,1.9299999999999988,0,2
614,14,0.97,1.23,2.19,1.88,1.48,7.75,0,-0.6099999999999994,0,3
615,15,1.66,0.62,2.47,1.77,1.15,7.67,0,-0.08000000000000007,0,3
616,16,1.79,0.87,1.66,0.88,0.65,5.8500000000000005,0,-1.8199999999999994,0,1
617,17,2.04,1.69,0.77,1.5,1.19,7.1899999999999995,0,1.339999999999999,0,1
618,18,3.11,4.18,3.27,2.73,2.82,16.11,1,8.92,0,2
619,19,4.99,1.64,2.99,0.62,2.12,12.36,1,-3.75,0,1
620,20,4.83,3.74,1.03,3.51,2.86,15.969999999999999,1,3.6099999999999994,0,1
621,21,1.02,2.4,1.42,1.34,3.41,9.59,1,-6.379999999999999,0,5
622,22,1.06,0.88,0.64,1.34,1.47,5.39,0,-4.2,0,5
623,23,2.23,1.04,2.23,1.23,1.74,8.47,0,3.080000000000001,0,1
624,0,2.25,2.38,0.81,1.58,1.17,8.19,0,-0.28000000000000114,0,2
625,1,1.09,1.97,0.73,1.44,1.7,6.930000000000001,0,-1.259999999999999,0,2
626,2,0.85,1.64,0.74,0.53,1.92,5.68,0,-1.2500000000000009,0,5
627,3,1.69,2.13,1.36,1.59,0.61,7.38,0,1.7000000000000002,0,2
628,4,1.79,0.89,1.84,2.48,1.65,8.65,0,1.2700000000000005,0,4
629,5,2.18,0.58,2.01,1.34,1.56,7.67,0,-0.9800000000000004,0,1
630,6,3.64,1.6,0.97,4.72,2.89,13.82,1,6.15,0,4
631,7,1.94,4.08,3.85,4.25,0.96,15.079999999999998,1,1.259999999999998,0,4
632,8,3.28,2.65,4.54,1.75,4.59,16.81,1,1.7300000000000004,0,5
633,9,1.03,1.72,1.72,0.56,1.39,6.419999999999999,0,-10.39,0,2
634,10,1.44,1.96,2.0,1.96,0.68,8.040000000000001,0,1.6200000000000019,0,3
